state,district,I,D,R,D1,R1,DP,DP1,P,PNOW,T
1,1,-1,29381,61451,35003,40124,0.32346529857319006,0.4659177126732067,-1,-1,0.0
1,2,-1,22258,42161,24732,31484,0.34551917912417146,0.43994592286893414,-1,-1,0.0
1,3,3,21858,48963,31674,36247,0.30863726860676916,0.46633589022540894,-1,-1,4.0
1,4,0,22031,57966,28992,35274,0.2753978274185282,0.45112501167024555,-1,-1,1.0
1,5,3,28248,34548,27359,27065,0.44983756927192814,0.5027010142584154,1,-1,-2.0
2,1,-1,27058,39269,18312,26050,0.40794849759524776,0.4127857175059736,-1,-1,0.0
2,2,-1,25086,34335,22150,25719,0.4221739788963498,0.4627211765443189,-1,-1,0.0
2,3,-1,24860,40730,21828,30654,0.3790211922549169,0.41591402766662855,-1,-1,0.0
2,4,-1,20851,34011,11997,18641,0.38006270278152454,0.3915725569554148,-1,-1,0.0
3,1,-1,27246,38359,25529,26229,0.415303711607347,0.4932377603462267,-1,-1,0.0
3,2,0,30703,41126,19376,28639,0.4274457391861226,0.4035405602415912,-1,-1,1.0
3,3,0,21368,38626,19311,26944,0.35616895022835615,0.41749000108096423,-1,-1,1.0
3,4,0,31022,43221,29399,32942,0.41784410651509235,0.471583708955583,-1,-1,1.0
3,5,-1,22691,46841,18936,33673,0.3263389518495081,0.3599384135794256,-1,-1,0.0
3,7,1,34710,27600,30493,23978,0.5570534424650939,0.5598024636962787,1,1,0.0
3,8,0,31844,52051,21893,42248,0.37956970022051373,0.34132614084594876,-1,-1,1.0
3,9,-1,29398,42212,22867,31229,0.410529255690546,0.4227114758947057,-1,-1,0.0
3,10,0,19558,4168,21029,5422,0.8243277417179465,0.7950172016180863,1,1,1.0
3,11,-1,24111,46865,21999,33396,0.3397063796212804,0.3971297048470078,-1,-1,0.0
3,12,1,51108,18573,42779,13575,0.733456752916864,0.7591120417361678,1,1,0.0
3,14,-1,26686,59746,24014,41490,0.30875138837467603,0.36660356619443085,-1,-1,0.0
3,15,0,23764,33360,18662,25179,0.41600728240319307,0.4256745968385758,-1,-1,1.0
3,16,-1,14051,37913,20021,23862,0.2703987375875606,0.45623590000683634,-1,-1,0.0
4,1,1,36306,44758,36793,30694,0.44786835093259647,0.5451864803591803,1,-1,0.0
4,2,-1,29880,47588,27980,31570,0.38570764702845045,0.46985726280436607,-1,-1,0.0
5,1,-1,23958,44952,21935,25860,0.3476708750544188,0.4589392195836385,-1,-1,0.0
5,2,0,25361,44870,23680,26247,0.3611083424698495,0.47429246700182265,-1,-1,1.0
5,3,1,35224,32953,36147,21581,0.516655176965839,0.6261606152993349,1,1,0.0
6,1,0,11457,36278,17821,19359,0.24001256939352678,0.4793168370091447,-1,-1,1.0
6,2,0,8479,41099,7170,25981,0.17102343781515994,0.2162830683840608,-1,-1,1.0
11,98,1,35943,51536,39126,32577,0.41087575303787194,0.545667545290992,1,-1,0.0
12,1,-1,25232,64592,29381,46505,0.2809048806555041,0.3871728645599979,-1,-1,0.0
12,2,-1,21185,67668,22001,50925,0.23842751510922536,0.3016893837588789,-1,-1,0.0
12,3,1,44361,67445,44337,43809,0.396767615333703,0.502995030971343,1,-1,0.0
12,4,1,35840,41734,32422,28934,0.46201046742465257,0.5284242779842232,1,-1,0.0
12,5,-1,26662,69423,32039,43460,0.27748347817037,0.42436323659916025,-1,-1,0.0
12,6,-1,30954,66555,37561,41564,0.31744762021967204,0.47470458135860977,-1,-1,0.0
12,7,0,13441,44932,21190,26613,0.23026056567248557,0.44327761855950465,-1,-1,1.0
12,8,1,34463,45744,40379,27936,0.42967571408979266,0.5910707750859987,1,-1,0.0
12,9,1,20356,32916,21276,19182,0.3821144315963358,0.525878689010826,1,-1,0.0
12,10,-1,18578,50890,21211,28570,0.26743248690044336,0.42608625780920434,-1,-1,0.0
12,11,0,37813,22085,39957,18399,0.6312898594276938,0.6847110836931936,1,1,1.0
12,12,0,44815,26368,51596,17372,0.6295744770521051,0.7481150678575571,1,1,1.0
13,2,1,73757,40507,60306,19560,0.6454963943149198,0.755089775373751,1,1,0.0
13,3,1,22621,9804,21513,8587,0.6976407093292213,0.7147176079734219,1,1,0.0
13,4,1,27008,8780,27100,7104,0.7546663686151782,0.7923049935680038,1,1,0.0
13,5,1,37200,33938,33840,25917,0.5229272681267396,0.5662934886289472,1,1,0.0
13,6,0,42894,41110,31363,28240,0.5106185419741917,0.526198345720853,1,1,1.0
13,7,1,24048,14650,21688,14772,0.6214274639516254,0.5948436642896324,1,1,0.0
13,8,1,49479,38638,34622,19745,0.561514804180805,0.636820129858186,1,1,0.0
13,9,1,43655,38708,38833,23251,0.5300316889865595,0.6254912698924039,1,1,0.0
13,10,1,25251,19444,20210,17099,0.564962523772234,0.5416923530515425,1,1,0.0
13,11,1,34265,14990,29134,12889,0.6956654146787128,0.6932870094948005,1,1,0.0
13,12,1,14994,2464,11027,1183,0.8588612670408982,0.9031122031122031,1,1,0.0
13,13,1,13708,3960,11424,3041,0.7758659723794431,0.7897684064984445,1,1,0.0
13,14,-1,11920,12046,8173,8782,0.4973712759742969,0.48204069595989385,-1,-1,0.0
13,15,1,28132,7732,20382,12205,0.7844077626589337,0.6254641421425722,1,1,0.0
13,16,1,27585,9329,23370,8277,0.7472774557078615,0.7384586216703005,1,1,0.0
13,17,-1,22526,31553,19355,21274,0.41653876735886386,0.47638386374264685,-1,-1,0.0
13,18,1,25975,10777,24248,8398,0.7067642577274706,0.7427556209030203,1,1,0.0
13,19,1,39760,31008,29798,26172,0.561835858014922,0.5323923530462747,1,1,0.0
13,21,1,43793,35881,32393,32053,0.5496523332580264,0.5026378673618223,1,1,0.0
13,22,1,30469,10169,29544,7188,0.7497662286529849,0.804312316236524,1,1,0.0
13,23,1,67650,35721,50382,25154,0.6544388658327771,0.6669932217750476,1,1,0.0
13,25,-1,26909,57539,27412,33674,0.3186457938613111,0.4487443931506401,-1,-1,0.0
13,26,-1,21621,55386,20831,34633,0.28076668354824885,0.375576950814943,-1,-1,0.0
13,28,1,57194,50108,54570,42531,0.5330189558442526,0.5619921525010041,1,1,0.0
13,29,-1,28079,60730,28726,45895,0.31617291040322487,0.3849586577504992,-1,-1,0.0
13,31,-1,19018,45372,17257,38205,0.29535642180462807,0.31114997656052795,-1,-1,0.0
13,32,-1,23715,52506,22279,44091,0.3111347266501358,0.3356787705288534,-1,-1,0.0
13,33,0,33068,48591,30118,31978,0.4049523016446442,0.48502318989951043,-1,-1,1.0
13,34,0,24800,61547,23323,40902,0.287213221073112,0.3631451926819774,-1,-1,1.0
13,35,-1,35008,70268,37785,47119,0.33253543067745733,0.4450320361820409,-1,-1,0.0
13,36,-1,22890,57865,22980,43633,0.2834499411801127,0.34497770705417863,-1,-1,0.0
13,37,-1,27763,59498,28290,42144,0.3181604611452997,0.40165261095493654,-1,-1,0.0
13,38,1,63997,33895,35319,33690,0.6537510726106321,0.5118028083293483,1,1,0.0
13,40,-1,26382,66939,21590,41754,0.2827016427170733,0.34083733265976257,-1,-1,0.0
13,41,-1,13754,40449,16301,25342,0.25374979244691254,0.3914463415219845,-1,-1,0.0
13,42,1,28152,25256,25070,12494,0.5271120431396046,0.6673943137046108,1,1,0.0
14,1,-1,7631,59287,8227,49946,0.11403508771929824,0.14142299692297114,-1,-1,0.0
14,2,-1,6355,37645,4739,31470,0.1444318181818182,0.13087906321632745,-1,-1,0.0
14,3,-1,4092,39171,5507,33058,0.09458428680396644,0.14279787371969402,-1,-1,0.0
14,4,0,8365,40783,8954,28757,0.17020021160576218,0.23743735249661901,-1,-1,1.0
14,5,-1,7525,47033,7717,31357,0.13792661021298436,0.19749705686645852,-1,-1,0.0
14,6,-1,17457,66340,13629,44159,0.20832488036564556,0.2358448120717104,-1,-1,0.0
14,7,-1,9999,55990,9694,31580,0.15152525420903484,0.2348694093133692,-1,-1,0.0
14,8,-1,12816,63480,18306,30349,0.16797735136835482,0.3762408796629329,-1,-1,0.0
14,9,-1,18843,60316,18083,32052,0.2380398943897725,0.36068614740201455,-1,-1,0.0
14,10,-1,22503,35257,30017,33545,0.38959487534626036,0.4722475693024134,-1,-1,0.0
14,11,-1,25471,35461,22540,23266,0.4180233703144489,0.49207527398157447,-1,-1,0.0
14,12,1,35562,44483,35953,30532,0.44427509525891684,0.540768594419794,1,-1,0.0
14,13,3,14637,35737,19305,23218,0.29056656211537696,0.4539896056251911,-1,-1,4.0
14,14,1,36582,43335,31592,29617,0.45774991553737004,0.5161332483785064,1,-1,0.0
14,15,-1,11854,27565,11498,20399,0.300717927902788,0.36047277173401887,-1,-1,0.0
14,16,-1,18246,26865,12014,17499,0.4044689765245727,0.4070748483719039,-1,-1,0.0
14,17,1,24321,27969,22588,16796,0.46511761331038437,0.5735323989437335,1,-1,0.0
14,18,-1,18048,35743,20069,24675,0.33552081203175255,0.4485294117647059,-1,-1,0.0
14,19,1,33038,39465,33570,28115,0.455677696095334,0.5442165842587339,1,-1,0.0
14,20,0,23456,23519,11969,12276,0.4993294305481639,0.4936687976902454,-1,-1,1.0
14,21,-1,7290,27335,11425,13106,0.21054151624548736,0.46573723044311277,-1,-1,0.0
14,22,1,22784,26924,22181,17694,0.45835680373380544,0.5562633228840126,1,-1,0.0
14,23,-1,17008,31205,14292,16928,0.35276792566320286,0.45778347213324794,-1,-1,0.0
14,24,-1,11810,31443,12937,18261,0.2730446443021293,0.41467401756522854,-1,-1,0.0
14,25,-1,15641,27192,12242,14098,0.36516237480447317,0.4647684130599848,-1,-1,0.0
14,26,-1,15307,38723,15533,17730,0.2833055709790857,0.4669753179208129,-1,-1,0.0
14,27,-1,10119,33267,12927,18682,0.23323191813027244,0.40896580087949636,-1,-1,0.0
14,28,-1,11409,43247,11604,22631,0.20874194964871196,0.3389513655615598,-1,-1,0.0
14,29,-1,10304,27502,11917,19043,0.27254933079405386,0.3849160206718346,-1,-1,0.0
14,30,1,28723,31036,25644,17844,0.4806472665205241,0.5896799116997793,1,-1,0.0
14,31,-1,23790,36314,13081,17421,0.39581392253427394,0.4288571241230083,-1,-1,0.0
14,32,-1,5055,31102,5938,19942,0.13980695301048207,0.2294435857805255,-1,-1,0.0
14,34,-1,3289,22669,5134,15499,0.1267046767855767,0.24882469829884166,-1,-1,0.0
14,35,-1,5755,28381,12838,16227,0.1685903445043356,0.44169963874075346,-1,-1,0.0
21,1,-1,13623,43661,15999,23895,0.23781509671112352,0.4010377500375996,-1,-1,0.0
21,2,-1,37482,113349,38487,58694,0.24850329176362948,0.3960342042168737,-1,-1,0.0
21,3,-1,42278,87563,47335,48486,0.32561363513836156,0.4939940096638524,-1,-1,0.0
21,4,1,30955,23947,32403,13328,0.5638228115551346,0.7085565590081127,1,1,0.0
21,5,1,20588,14730,20377,9007,0.5829322158672632,0.6934726381704329,1,1,0.0
21,6,1,53463,116066,58928,58886,0.3153619734676663,0.5001782470674113,1,-1,0.0
21,7,-1,46253,133563,61035,69367,0.25722405125239134,0.46805263722949036,-1,-1,0.0
21,8,1,17799,13853,18749,9311,0.5623341337040313,0.668175338560228,1,1,0.0
21,9,-1,12541,42829,16223,26143,0.2264944916019505,0.3829249870178917,-1,-1,0.0
21,10,-1,30474,126383,35535,62324,0.1942788654634476,0.36312449544753167,-1,-1,0.0
21,11,-1,15246,83696,18816,43581,0.1540902751106709,0.3015529592768883,-1,-1,0.0
21,13,0,13887,49717,12319,30064,0.21833532482233822,0.29065899063303685,-1,-1,1.0
21,14,0,26680,48920,21541,34946,0.3529100529100529,0.38134438012286015,-1,-1,1.0
21,15,-1,23051,53123,23298,36547,0.302609814372358,0.38930570640822126,-1,-1,0.0
21,16,-1,34185,43098,30395,39372,0.4423353130701448,0.4356644258746972,-1,-1,0.0
21,17,-1,26497,40226,22233,28466,0.39711943407820394,0.43852935955344285,-1,-1,0.0
21,18,-1,29034,52992,30123,35880,0.3539609392143954,0.45638834598427347,-1,-1,0.0
21,19,0,42490,55605,32529,39636,0.4331515367755747,0.4507586780295157,-1,-1,1.0
21,20,1,36669,32569,31430,26541,0.529608018718045,0.5421676355419088,1,1,0.0
21,21,1,44414,45588,37661,33086,0.4934779227128286,0.532333526509958,1,-1,0.0
21,22,0,40604,56525,31539,34224,0.41804198540085863,0.4795857853200128,-1,-1,1.0
21,23,1,45644,38670,38908,34610,0.5413573072087672,0.5292309366413668,1,1,0.0
21,24,-1,29954,35356,28252,29141,0.45864339304853774,0.49225515306744727,-1,-1,0.0
21,25,-1,33638,47080,28697,37907,0.416734805124012,0.43086000840790345,-1,-1,0.0
22,1,1,44335,48203,42797,35835,0.4791004776416175,0.5442695085970088,1,-1,0.0
22,2,1,43690,43073,43632,42752,0.503555663128292,0.5050935358399704,1,1,0.0
22,3,1,44376,39446,43344,37202,0.5294075541027415,0.5381272813050928,1,1,0.0
22,4,1,48803,35007,43749,41825,0.5823052141749194,0.5112417323018674,1,1,0.0
22,5,0,28573,46264,37748,38759,0.3818031187781445,0.493392761446665,-1,-1,1.0
22,6,-1,37309,46094,36818,39281,0.4473340287519634,0.48381713294524237,-1,-1,0.0
22,7,0,62279,94751,41118,49629,0.3966057441253264,0.45310588779794375,-1,-1,1.0
22,8,-1,41119,51864,39169,43470,0.4422206209737264,0.4739771778458113,-1,-1,0.0
22,9,-1,41973,51280,42074,46919,0.4500981201677158,0.47277875787983326,-1,-1,0.0
22,10,-1,33344,67143,30835,45590,0.3318240170370297,0.4034674517500818,-1,-1,0.0
