state,district,I,D,R,D1,R1,DP,DP1,P,PNOW,T
1,1,1,124966,74615,100447,71353,0.626141767001869,0.584674039580908,1,1,0.0
1,2,1,106203,89098,90298,69402,0.5437913784363624,0.5654226675015654,1,1,0.0
1,3,1,102636,80696,86029,67226,0.5598367988130822,0.5613454699683534,1,1,0.0
1,4,1,104723,113749,89709,86337,0.4793428906221392,0.5095770423639276,1,-1,0.0
1,5,1,110337,85591,96801,67094,0.5631507492548283,0.5906281460691296,1,1,0.0
1,6,-1,76413,126208,79865,81907,0.37712280563219014,0.49368864822095293,-1,-1,0.0
2,1,1,113501,86949,81302,72984,0.5662309802943377,0.5269564315621638,1,1,0.0
2,2,1,102369,81398,85956,65476,0.5570586666811778,0.5676211104654234,1,1,0.0
3,3,1,91587,46860,126664,51646,0.6615311274350474,0.7103583646458416,1,1,0.0
3,5,-1,81875,124930,47377,140702,0.39590435434346366,0.25189946777683847,-1,-1,0.0
3,6,-1,70304,136951,66675,127744,0.3392149767195001,0.3429448767867338,-1,-1,0.0
3,7,1,119562,71689,119543,40930,0.6251575155162588,0.7449415166414288,1,1,0.0
3,10,-1,66949,138220,92516,96675,0.3263114798044539,0.48900846234757467,-1,-1,0.0
4,1,-1,57959,100269,56750,72909,0.3663005283514928,0.43768654701948956,-1,-1,0.0
4,2,-1,35942,88609,32838,66176,0.2885725526089714,0.33165006968711497,-1,-1,0.0
5,1,1,97945,62394,79046,60093,0.6108619861668091,0.5681081508419638,1,1,0.0
5,2,1,124044,78502,117911,64438,0.6124238444600238,0.6466226850709355,1,1,0.0
11,98,-1,82993,117827,72132,90961,0.41327059057862764,0.4422752662591282,-1,-1,0.0
12,1,-1,74703,105856,61469,68248,0.4137317995779773,0.4738700401643578,-1,-1,0.0
12,2,-1,73361,91218,65494,72014,0.4457494577072409,0.47629228844867205,-1,-1,0.0
12,3,1,113587,82441,81382,72043,0.5794427326708429,0.5304350659931563,1,1,0.0
12,4,1,92710,106504,82271,63730,0.4653789392311785,0.5634961404373943,1,-1,0.0
12,5,-1,63208,143963,41476,108375,0.3051006173643995,0.27678160305903865,-1,-1,0.0
12,6,-1,71338,138060,48738,106406,0.3406813818661114,0.3141468571133914,-1,-1,0.0
12,7,-1,71123,120523,51204,101253,0.37111653778320447,0.33585863554969597,-1,-1,0.0
12,8,1,100653,62661,80725,51784,0.6163158088100225,0.6092039031311081,1,1,0.0
12,9,1,97599,95267,74320,71756,0.5060456482739312,0.5087762534571045,1,1,0.0
12,10,1,89109,47989,71699,36508,0.6499657179535806,0.6626096278429306,1,1,0.0
12,11,1,91496,46426,64023,44803,0.6633894520091066,0.5883061033208976,1,1,0.0
12,12,-1,58112,146264,37790,116701,0.2843386699025326,0.24460971836547113,-1,-1,0.0
12,13,1,83151,52159,90488,35486,0.6145222082625084,0.7183069522282376,1,1,0.0
12,14,1,87187,50829,87741,36828,0.6317166125666589,0.704356621631385,1,1,0.0
12,15,1,107316,88043,81959,59706,0.5493271361954146,0.5785409240108708,1,1,0.0
13,1,1,118913,79208,101963,58296,0.6002039157888361,0.6362388383803718,1,1,0.0
13,2,-1,53552,129731,49743,79649,0.29218203543154575,0.38443644120192905,-1,-1,0.0
13,3,1,98226,75910,81959,81122,0.5640763541140258,0.5025662094296699,1,1,0.0
13,4,-1,45130,116190,46555,86677,0.2797545251673692,0.34942806532965054,-1,-1,0.0
13,5,0,99193,96427,88602,86356,0.5070698292608118,0.5064186833411447,1,1,1.0
13,6,-1,49676,95016,45621,91526,0.34332236751168,0.33264307640706686,-1,-1,0.0
13,7,1,90204,45813,93758,34644,0.6631818081563334,0.7301911185184031,1,1,0.0
13,8,1,120257,37314,115310,36573,0.7631924656186735,0.7592028074241357,1,1,0.0
13,9,1,69462,59690,75915,56754,0.5378313924677899,0.5722135540329693,1,1,0.0
13,10,1,106622,44551,76439,16702,0.7052979037261945,0.8206804736904263,1,1,0.0
13,11,1,40460,10708,39386,12200,0.7907285803627268,0.7635017252742993,1,1,0.0
13,12,0,34885,13777,87651,29390,0.7168838107763759,0.7488914141198384,1,1,1.0
13,13,1,107960,25499,95511,28750,0.808937576334305,0.7686321532902519,1,1,0.0
13,14,1,42149,18396,43142,13482,0.6961598810801883,0.7619030799660921,1,1,0.0
13,15,1,59707,31802,52919,40181,0.6524713416166715,0.5684103114930182,1,1,0.0
13,16,1,73253,69126,71889,53346,0.5144930080981044,0.574032818301593,1,1,0.0
13,17,0,84627,70086,67334,69492,0.5469934653196564,0.4921140718869221,-1,1,1.0
13,18,1,37146,7215,45308,10711,0.837357138026645,0.8087970152983809,1,1,0.0
13,19,1,44843,27959,53581,24340,0.6159583527925057,0.6876323455807806,1,1,0.0
13,20,1,66192,13968,74215,20560,0.8257485029940119,0.7830651543128462,1,1,0.0
13,21,0,55129,8778,63173,12414,0.8626441547874255,0.8357654093957956,1,1,1.0
13,22,1,45144,7087,40787,10603,0.8643142961076755,0.7936758124148667,1,1,0.0
13,23,1,94108,36823,84540,21735,0.7187602630393107,0.795483415666902,1,1,0.0
13,24,0,83234,46510,42291,80882,0.641524848933284,0.34334635025533194,-1,1,1.0
13,25,1,125415,74275,106952,88769,0.6280484751364616,0.5464513261223884,1,1,0.0
13,26,-1,44084,130229,39203,107031,0.25290139002828244,0.26808402970581396,-1,-1,0.0
13,27,1,88894,94689,79424,74816,0.48421694819237077,0.5149377593360995,1,-1,0.0
13,28,0,86827,91590,84940,78258,0.486652056698633,0.5204720646086349,1,-1,1.0
13,29,-1,87896,119039,91174,107671,0.424751733636166,0.45851794110990973,-1,-1,0.0
13,30,-1,62897,124995,61216,113759,0.3347508142975752,0.3498556936705244,-1,-1,0.0
13,31,-1,61947,88562,36273,75680,0.41158336046349386,0.3240020365689173,-1,-1,0.0
13,32,-1,43254,95793,36195,94331,0.3110746725927204,0.27730107411550187,-1,-1,0.0
13,33,-1,50549,110080,45761,88378,0.3146941087848396,0.34114612454245224,-1,-1,0.0
13,34,1,96520,82333,90044,62559,0.5396610624367497,0.5900539307877303,1,1,0.0
13,35,1,112640,47849,93746,48668,0.7018549557913627,0.6582639347255186,1,1,0.0
13,36,-1,46008,138400,37129,110514,0.24949026072621577,0.25147822788753954,-1,-1,0.0
13,37,-1,50930,129697,46201,104342,0.2819622758502328,0.3068957042173997,-1,-1,0.0
13,38,0,47093,90281,35785,82137,0.34280868286575333,0.30346330625328605,-1,-1,1.0
13,39,1,120509,92589,95671,87230,0.5655097654600231,0.5230753249025429,1,1,0.0
13,40,-1,56201,106984,54303,85801,0.34440052700922263,0.3875906469479815,-1,-1,0.0
13,41,1,96703,27920,92222,28491,0.7759643083539957,0.7639773678062843,1,1,0.0
14,1,1,113696,38432,90100,46280,0.7473706352545225,0.6606540548467518,1,1,0.0
14,2,1,102869,44041,76372,51079,0.7002178204342795,0.5992263693497893,1,1,0.0
14,3,1,75728,47813,64575,49434,0.6129786872374353,0.5664026524221772,1,1,0.0
14,4,1,131810,88229,98793,91620,0.599030171924068,0.5188353736352035,1,1,0.0
14,5,1,108243,48455,86128,59515,0.6907746110352397,0.5913638142581518,1,1,0.0
14,6,0,94247,87090,91538,71508,0.5197339759673977,0.5614243833028716,1,1,1.0
14,7,-1,79782,105699,58766,101042,0.4301357012308538,0.3677287745294353,-1,-1,0.0
14,8,-1,60324,94254,47845,70435,0.39024958273492993,0.40450625634088605,-1,-1,0.0
14,9,-1,56532,100399,48656,81516,0.36023475285316475,0.3737823802353809,-1,-1,0.0
14,10,-1,61960,125916,57615,115765,0.32979199046179397,0.33230476410197257,-1,-1,0.0
14,11,1,128794,52475,110877,54032,0.7105131048331486,0.6723526308448902,1,1,0.0
14,12,-1,55838,119522,53044,107374,0.3184192518248175,0.3306611477514992,-1,-1,0.0
14,13,0,84137,141764,51024,134414,0.3724507638301734,0.2751539598140618,-1,-1,1.0
14,14,1,96117,39671,83967,39024,0.7078460541432232,0.6827084908651853,1,1,0.0
14,15,1,106877,70333,80407,73404,0.6031093053439422,0.5227649517914843,1,1,0.0
14,16,-1,39507,98877,36721,82527,0.28548820672910163,0.3079380786260566,-1,-1,0.0
14,17,-1,57093,119003,55761,109169,0.3242152007995639,0.33808888619414296,-1,-1,0.0
14,18,-1,68434,121664,52714,107677,0.35999326663089565,0.3286593387409518,-1,-1,0.0
14,19,-1,65903,93352,65907,70445,0.4138206021788955,0.4833592466557146,-1,-1,0.0
14,20,0,109236,44037,93068,48229,0.7126891233289621,0.6586693277281188,1,1,1.0
14,21,1,93033,55099,80472,44800,0.6280412064915075,0.6423781850692892,1,1,0.0
14,22,-1,71297,98576,50017,103808,0.4197076639607236,0.3251552088412157,-1,-1,0.0
14,23,-1,54453,87968,48373,81658,0.38233827876506976,0.3720112896155532,-1,-1,0.0
14,24,1,106869,66429,85193,68955,0.6166776304400512,0.5526701611438358,1,1,0.0
14,25,1,105048,59576,92073,50639,0.6381086597336961,0.6451664891529795,1,1,0.0
14,26,1,95898,50594,83687,46957,0.654629604346995,0.6405728544747559,1,1,0.0
14,27,-1,62638,130784,51928,108731,0.3238411349277745,0.32321874280307983,-1,-1,0.0
21,1,1,119207,21758,91119,34421,0.8456496293406165,0.7258164728373426,1,1,0.0
21,2,0,106642,56513,83471,57629,0.6536238546167754,0.5915733522324592,1,1,1.0
21,3,1,101729,86535,83857,77442,0.540352908681426,0.5198854301638571,1,1,0.0
21,4,-1,70145,151216,48673,125365,0.3168805706515601,0.2796688079614797,-1,-1,0.0
21,5,1,96584,77887,85770,66735,0.5535819706426856,0.5624077899085276,1,1,0.0
21,6,1,94779,63999,84126,63374,0.59692778596531,0.5703457627118644,1,1,0.0
21,7,1,86769,17594,82962,19650,0.8314153483514273,0.8085019295988773,1,1,0.0
21,8,1,105003,62254,94631,63377,0.6277943524037858,0.5989000556933826,1,1,0.0
21,9,1,119032,65687,96746,64875,0.6443949999729318,0.598597954473738,1,1,0.0
21,10,-1,73766,148398,58376,132650,0.3320339929061414,0.305591908954802,-1,-1,0.0
21,11,1,128152,101665,105996,102244,0.5576262852617517,0.5090088359585094,1,1,0.0
21,12,-1,50525,120370,40502,90483,0.2956493753474356,0.30921097835630035,-1,-1,0.0
21,13,-1,69987,186714,50107,158769,0.27264015333013897,0.23988873781573758,-1,-1,0.0
21,14,-1,66293,163332,51385,130442,0.28870114316820905,0.28260379371600475,-1,-1,0.0
21,15,-1,55291,121432,39123,102018,0.31286816090718245,0.2771908942121708,-1,-1,0.0
21,16,-1,53838,111037,33274,89990,0.32653828658074296,0.26994093977154726,-1,-1,0.0
21,17,-1,65192,122513,50350,104240,0.3473109400388908,0.3257002393427777,-1,-1,0.0
21,18,-1,68173,106122,57100,80293,0.3911357181789495,0.4155961366299593,-1,-1,0.0
21,19,-1,66135,114948,71050,77895,0.36521926409436556,0.477021719426634,-1,-1,0.0
21,20,-1,63412,124121,62343,102609,0.33813782107682383,0.3779463116542994,-1,-1,0.0
21,21,1,111425,94363,103128,80382,0.5414552840787606,0.5619748242602582,1,1,0.0
21,22,-1,63957,115258,55818,96453,0.35687302960131684,0.3665701282581713,-1,-1,0.0
21,23,1,104349,88945,95156,73463,0.539846037642141,0.5643254911961285,1,1,0.0
21,24,1,113507,45649,82513,32915,0.7131807786071527,0.7148438853657691,1,1,0.0
22,1,1,90055,68318,71040,50804,0.5686259652844866,0.5830406093036998,1,1,0.0
