state,district,I,D,R,D1,R1,DP,DP1,P,PNOW,T
1,1,0,139147,161360,148935,112526,0.46304079439081286,0.5696260627780051,1,-1,1.0
1,2,-1,68847,99274,70853,72833,0.4095086277145627,0.49310997591971384,-1,-1,0.0
1,3,-1,84568,126850,85369,94977,0.4000037839729824,0.4733623146618167,-1,-1,0.0
1,4,-1,88487,194333,91184,123890,0.31287391273601584,0.42396570482717577,-1,-1,0.0
1,5,-1,56375,91690,61313,68451,0.3807449430993145,0.47249622391418267,-1,-1,0.0
1,98,-1,428709,683387,455887,474585,0.3854963959945904,0.4899524112493444,-1,-1,0.0
2,1,0,57999,58028,43561,47327,0.4998750290880571,0.4792821934688848,-1,-1,1.0
2,2,0,55430,48292,39075,45819,0.5344092863616204,0.46027987843663865,-1,1,1.0
2,3,-1,28612,44095,25912,39749,0.39352469500873366,0.394633039399339,-1,-1,0.0
3,1,-1,52213,92269,54675,68420,0.36138065641394773,0.4441691376579065,-1,-1,0.0
3,2,1,103563,65598,77899,52725,0.6122155816056892,0.5963605463008329,1,1,0.0
3,4,1,104653,71437,83053,62318,0.5943154068942018,0.5713175255037112,1,1,0.0
3,8,1,92463,76312,74568,65614,0.5478477262627759,0.5319370532593343,1,1,0.0
3,9,-1,71245,111860,62445,81378,0.38909368941317823,0.43417951231722324,-1,-1,0.0
3,10,-1,82882,93327,70608,72502,0.4703618997894546,0.4933827125987003,-1,-1,0.0
3,11,1,83532,27384,75613,21039,0.7531104619712214,0.7823221454289616,1,1,0.0
3,13,-1,87719,109950,65854,90924,0.44376710561595395,0.4200461799487173,-1,-1,0.0
3,14,-1,67183,111420,53818,87840,0.37615829521340627,0.3799150065651075,-1,-1,0.0
4,1,-1,58104,78296,53584,54052,0.4259824046920821,0.49782600616893974,-1,-1,0.0
4,2,-1,39726,77019,33415,51010,0.3402800976487216,0.39579508439443295,-1,-1,0.0
5,1,1,96732,76714,89678,61990,0.5577067214003205,0.5912783184323654,1,1,0.0
5,2,1,105496,96568,105522,68869,0.5220920104521339,0.6050885653502761,1,1,0.0
6,98,-1,50797,103736,44141,70143,0.3287129609856794,0.3862395435931539,-1,-1,0.0
11,98,1,84644,91538,79201,65035,0.48043500471103745,0.549107019052109,1,-1,0.0
12,1,0,94758,133153,77100,92070,0.4157675583890203,0.45575456641248446,-1,-1,1.0
12,2,-1,39383,83433,37541,65551,0.32066668837936424,0.36415046754355335,-1,-1,0.0
12,3,-1,72617,136780,65685,89085,0.34679102374914633,0.4244039542547005,-1,-1,0.0
12,4,1,89646,74737,72884,51998,0.5453483632735745,0.5836229400554123,1,1,0.0
12,5,-1,84374,153829,68702,99946,0.3542104843347901,0.4073691950097244,-1,-1,0.0
12,6,1,102015,106414,85784,64164,0.48944724582471727,0.572091658441593,1,-1,0.0
12,7,-1,62924,151573,58211,99977,0.29335608423427834,0.36798619364300705,-1,-1,0.0
12,8,-1,61464,96494,53844,65359,0.3891160941516099,0.451700041106348,-1,-1,0.0
12,9,-1,63728,135498,57445,87008,0.31987792757973355,0.39767259939218985,-1,-1,0.0
12,10,1,71311,55761,62384,36056,0.5611857844371695,0.6337261275904104,1,1,0.0
12,11,1,63482,57447,52311,38351,0.5249526581713236,0.5769892567999824,1,1,0.0
12,12,-1,58364,90032,52314,59151,0.3932990107550069,0.4693311801910914,-1,-1,0.0
12,13,1,54841,54784,60108,26638,0.5002599771949829,0.6929195582505245,1,1,0.0
