state,district,I,D,R,D1,R1,DP,DP1,P,PNOW,T
1,1,1,21169,16868,24565,22876,0.5565370560243973,0.517801058156447,1,1,0.0
1,2,-1,13467,16251,17233,20406,0.45315970119119725,0.4578495709237759,-1,-1,0.0
1,3,-1,15711,17401,20272,20859,0.4744805508576951,0.49286426296467384,-1,-1,0.0
1,4,0,15386,19008,20700,25917,0.44734546723265683,0.4440440182765944,-1,-1,1.0
1,5,-1,12640,13455,15882,16872,0.4843839816056716,0.48488734200403005,-1,-1,0.0
2,1,-1,13388,15565,16807,20357,0.46240458674403345,0.452238725648477,-1,-1,0.0
2,2,-1,15144,17928,18791,19338,0.4579100145137881,0.4928269820871253,-1,-1,0.0
2,3,-1,14930,20293,20002,23656,0.42387076626068193,0.45815199963351505,-1,-1,0.0
2,4,-1,10313,14275,12969,17647,0.41943224337074997,0.4236020381499869,-1,-1,0.0
3,1,-1,11394,15933,11795,19667,0.4169502689647601,0.37489670078189563,-1,-1,0.0
3,3,-1,9982,15267,9905,19371,0.39534238979761577,0.33833173930864874,-1,-1,0.0
3,4,-1,12792,14141,13315,17647,0.4749563732224409,0.4300432788579549,-1,-1,0.0
3,7,1,14437,10754,16597,14350,0.5731015045055774,0.5363040036190907,1,1,0.0
3,8,-1,11093,16858,14308,21178,0.3968730993524382,0.4032012624697064,-1,-1,0.0
3,10,0,7241,1071,13646,3684,0.8711501443695862,0.7874206578188113,1,1,1.0
3,11,-1,10529,13644,12244,18424,0.4355686096057585,0.39924351115168905,-1,-1,0.0
3,12,1,18349,7709,22105,10613,0.7041599508788088,0.6756219817837276,1,1,0.0
3,13,0,12538,18257,12985,25527,0.4071440168858581,0.3371676360614873,-1,-1,1.0
3,14,1,18009,13832,21707,17702,0.5655915329292421,0.5508132660052273,1,1,0.0
3,15,-1,8031,12952,9203,15788,0.3827384072820855,0.3682525709255332,-1,-1,0.0
3,16,-1,8357,13874,8392,18505,0.37591651297737394,0.3120050563259843,-1,-1,0.0
4,1,0,17122,18658,19806,21826,0.4785354946897708,0.47573981552651806,-1,-1,1.0
4,2,-1,14923,19343,20145,22296,0.4355045818012024,0.4746589382908037,-1,-1,0.0
5,1,0,11556,14476,15996,13099,0.4439151813153042,0.5497851864581543,1,-1,1.0
5,2,-1,10914,14710,12207,15784,0.4259288167343116,0.43610446214854776,-1,-1,0.0
5,3,-1,12176,14037,13427,14376,0.46450234616411706,0.48293349638528216,-1,-1,0.0
6,1,-1,5179,16301,7972,22030,0.24110800744878957,0.2657156189587361,-1,-1,0.0
6,2,-1,5518,16146,7983,22692,0.2547082717872969,0.2602444987775061,-1,-1,0.0
11,98,1,19652,21226,24395,24202,0.4807475903909193,0.5019857192830833,1,-1,0.0
12,1,-1,10627,23785,15329,26589,0.30881669185167965,0.36569015697313806,-1,-1,0.0
12,2,-1,8610,20744,14220,24865,0.29331607276691424,0.3638224382755533,-1,-1,0.0
12,3,1,19965,17068,21896,21694,0.5391137634002107,0.5023170451938518,1,1,0.0
12,4,-1,14556,17875,16926,18131,0.4488298233171965,0.4828137033973244,-1,-1,0.0
12,5,0,13545,17510,17176,20951,0.43616164868781193,0.4504944002937551,-1,-1,1.0
12,6,-1,15542,18663,18770,21464,0.4543780149101009,0.46652085300989216,-1,-1,0.0
12,7,0,8581,12515,7980,15931,0.4067595752749336,0.3337376103048806,-1,-1,1.0
12,8,0,12436,12137,15395,18663,0.5060839132381069,0.45202301955487695,-1,1,1.0
12,9,-1,10996,9338,13625,14641,0.5407691551096685,0.48202787801599095,-1,1,0.0
12,10,-1,11979,12566,12341,21822,0.4880423711550214,0.3612387670871996,-1,-1,0.0
12,11,1,14281,4979,15769,9049,0.741484942886812,0.6353856072205657,1,1,0.0
12,12,1,17781,6048,17365,12058,0.7461916152587184,0.5901845495020902,1,1,0.0
13,4,0,23146,6599,8861,7044,0.7781475878298874,0.5571204023891858,1,1,1.0
13,5,0,32090,23844,12658,11264,0.573711874709479,0.529136359836134,1,1,1.0
13,7,1,19834,9309,15454,8330,0.6805750952201215,0.6497645475950219,1,1,0.0
13,8,0,24069,14778,22850,13387,0.6195845239014596,0.6305709633799708,1,1,1.0
13,10,-1,15911,17441,8853,11057,0.47706284480690814,0.44465092918131593,-1,-1,0.0
13,11,1,21525,7080,13047,9535,0.7524908232826429,0.5777610486227969,1,1,0.0
13,15,1,23492,5373,13362,7996,0.8138576130261562,0.6256203764397416,1,1,0.0
13,16,0,21289,6188,12115,10761,0.774793463624122,0.529594334673894,1,1,1.0
13,17,0,19593,17839,11213,9764,0.5234291515281043,0.5345378271440149,1,1,1.0
13,19,-1,24961,23125,14817,19922,0.5190907956577798,0.4265235038429431,-1,1,0.0
13,21,0,33233,25677,14107,10953,0.5641317263622475,0.5629289704708699,1,1,1.0
13,22,0,22713,5269,21284,9878,0.8117003788149525,0.6830113599897311,1,1,1.0
13,24,0,28636,27037,18439,25713,0.5143606416036499,0.41762547562964303,-1,1,1.0
13,26,-1,20727,30010,18825,23314,0.40851843822062794,0.446735802937896,-1,-1,0.0
13,27,-1,25620,30839,17674,24634,0.45378061956463983,0.41774605275598,-1,-1,0.0
13,28,-1,33712,41981,21436,27722,0.44537804024150185,0.43606330607429106,-1,-1,0.0
13,30,0,23820,24443,19818,19199,0.4935457804114953,0.5079324397057693,1,-1,1.0
13,31,-1,10459,30701,10934,24938,0.2541059280855199,0.30480597680642285,-1,-1,0.0
13,32,-1,17742,37068,14323,28744,0.3237000547345375,0.33257482527225024,-1,-1,0.0
13,33,-1,23340,31120,18944,25299,0.42857142857142855,0.4281807291548946,-1,-1,0.0
13,34,0,21748,38597,15895,27075,0.36039439887314606,0.3699092390039562,-1,-1,1.0
13,35,-1,23378,42769,16059,31429,0.3534249474654935,0.33816964285714285,-1,-1,0.0
13,36,-1,16857,40991,15293,28325,0.29140160420412115,0.3506121326058049,-1,-1,0.0
13,38,-1,16563,37029,13867,29894,0.30905732198835645,0.31688032723201026,-1,-1,0.0
13,39,-1,14816,35481,13424,28393,0.29457025269896814,0.32101776789344044,-1,-1,0.0
13,40,-1,17962,35710,15011,27652,0.33466239379937396,0.3518505496566111,-1,-1,0.0
13,41,0,16458,16492,21265,15508,0.49948406676783,0.5782775405868437,1,-1,1.0
13,42,-1,16453,15390,15411,16623,0.5166912665263951,0.4810825997377786,-1,1,0.0
14,1,-1,7146,26120,12243,33330,0.214813924126736,0.26864590876176686,-1,-1,0.0
14,2,-1,4295,20578,7117,23921,0.17267720017689864,0.2292995682711515,-1,-1,0.0
14,3,-1,5046,20099,7611,23753,0.2006760787432889,0.24266675168983548,-1,-1,0.0
14,4,-1,7874,19187,11101,26122,0.2909722478844093,0.2982295892324638,-1,-1,0.0
14,5,-1,10987,25189,17074,29689,0.30370964175143744,0.3651177212753673,-1,-1,0.0
14,6,-1,15722,42376,25665,56207,0.27061172501635167,0.3134771350400625,-1,-1,0.0
14,7,-1,6702,23882,15102,27879,0.21913418781061994,0.3513645564319118,-1,-1,0.0
14,8,-1,12213,23127,20232,28852,0.34558573853989816,0.4121913454486187,-1,-1,0.0
14,9,-1,4537,17398,9506,20058,0.20683838614087074,0.321539710458666,-1,-1,0.0
14,10,-1,11765,11564,14694,17823,0.5043079429036821,0.45188670541562875,-1,1,0.0
14,11,0,16547,16505,19185,24123,0.5006353624591553,0.44298974785259077,-1,1,1.0
14,12,0,9712,13500,11340,19172,0.4184042736515595,0.37165705296276874,-1,-1,1.0
14,13,1,19776,15608,28296,23412,0.5588966764639385,0.5472267347412393,1,1,0.0
14,14,-1,4873,11267,8881,13638,0.30192069392812887,0.39437808073182645,-1,-1,0.0
14,15,-1,7372,14153,10766,18478,0.34248548199767714,0.36814389276432774,-1,-1,0.0
14,16,1,11782,11509,16490,14154,0.5058606328624791,0.5381151285732934,1,1,0.0
14,17,-1,11348,16762,17420,18673,0.4036997509782995,0.48264206355803063,-1,-1,0.0
14,19,-1,11857,20036,21007,22652,0.3717743705515317,0.4811608144941478,-1,-1,0.0
14,20,1,13525,15362,18490,16327,0.468203690241285,0.5310624120400954,1,-1,0.0
14,21,0,8958,12673,13938,14150,0.4141278720355046,0.4962261463970379,-1,-1,1.0
14,22,-1,9904,17160,16165,19978,0.3659473839787171,0.44725119663558643,-1,-1,0.0
14,23,1,14029,14550,17348,16453,0.4908849154973932,0.5132392532765303,1,-1,0.0
14,24,-1,7398,18851,14679,22839,0.28183930816412056,0.39125219894450664,-1,-1,0.0
